Codigo,Descripcion,Limitada a un Sexo,Limite Inferior de edad,Limite Superior de edad
G245,Blefarospasmo,,,
G248,Otras distonias,,,
G249,"Distonia, no especificada",,,
G250,Temblor esencial,,,
G251,Temblor inducido por drogas,,,
G252,Otras formas especificadas de temblor,,,
G253,Mioclonia,,,
G254,Corea inducida por drogas,,,
G255,Otras coreas,,,
G256,Tics inducidos por drogas y otros tics de origen organico,,,
G258,Otros trastornos extrapiramidales y del movimiento,,,
G259,"Trastorno extrapiramidal y del movimiento, no especificado",,,
G26X,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte,,,
G300,Enfermedad de Alzheimer de comienzo temprano,,020A,064A
G301,Enfermedad de Alzheimer de comienzo tardio,,065A,120A
G308,Otros tipos de enfermedad de Alzheimer,,050A,120A
G309,"Enfermedad de Alzheimer, no especificada",,020A,120A
G310,Atrofia cerebral circunscrita,,001A,120A
G311,Degeneracion cerebral senil no clasificada en otra parte,,065A,120A
G312,Degeneracion del sistema nervioso debida al alcohol,,010A,120A
G318,Otras enfermedades degenerativas especificadas del sistema nervioso,,,
G319,"Degeneracion del sistema nervioso, no especificada",,,
G320,Degeneracion combinada subaguda de la medula espinal en enfermedades clasificadas en otra parte,,,
G328,Otros trastornos degenerativos especificados del sistema nervioso en enfermedades  clasificadas en otra parte,,,
G35X,Esclerosis multiple,,,
G360,Neuromielitis optica [Devic],,,
G361,Leucoencefalitis hemorragica aguda y subaguda [Hurst],,,
G368,Otras desmielinizaciones agudas diseminadas especificadas,,,
G369,"Desmielinizacion diseminada aguda, sin otra especificacion",,,
G370,Esclerosis difusa,,,
G371,Desmielinizacion central del cuerpo calloso,,,
G372,Mielinolisis central pontina,,,
G373,Mielitis transversa aguda en enfermedad desmielinizante del sistema nervioso central,,,
G374,Mielitis necrotizante subaguda,,,
G375,Esclerosis concentrica (Balo),,,
G378,"Otras enfermedades desmielinizantes del sistema nervioso central, especificadas",,,
G379,"Enfermedad desmielinizante del sistema nervioso central, no especificada",,,
G400,Epilepsia y sindromes epilepticos idiopaticos relacionados con localizaciones (focales)(parciales) y con ataques de inicio localizado,,,
G401,Epilepsia y sindromes epilepticos sintomaticos relacionados con localizaciones (focales)(parciales) y con ataques parciales simples,,,
G402,Epilepsia y sindromes epilepticos sintomaticos relacionados con localizaciones (focales)(parciales) y con ataques parciales complejos,,,
G403,Epilepsia y sindromes epilepticos idiopaticos generalizados,,,
G404,Otras epilepsias y sindromes epilepticos generalizados,,,
G405,Sindromes epilepticos especiales,,,
G406,"Ataques de gran mal, no especificados (con o sin pequeno mal)",,,
G407,"Pequeno mal, no especificado (sin ataque de gran mal)",,,
G408,Otras epilepsias,,,
G409,"Epilepsia, tipo no especificado",,,
G410,Estado de gran mal epileptico,,,
G411,Estado de pequeno mal epileptico,,,
G412,Estado de mal epileptico parcial complejo,,,
G418,Otros estados epilepticos,,,
G419,Estado de mal epileptico de tipo no especificado,,,
G430,Migrana sin aura [migrana comun],,,
G431,Migrana con aura [migrana clasica],,,
G432,Estado migranoso,,,
G433,Migrana complicada,,,
G438,Otras migranas,,,
G439,"Migrana, no especificada",,,
G440,Sindrome de cefalea en racimos,,,
G441,"Cefalea vascular, NCOP",,,
G442,Cefalea debida a tension,,,
G443,Cefalea postraumatica cronica,,,
G444,"Cefalea inducida por drogas, no clasificada en otra parte",,,
G448,Otros sindromes de cefalea especificados,,,
G450,Sindrome arterial vertebro-basilar,,,
G451,Sindrome de la arteria carotida (hemisferico),,,
G452,Sindromes arteriales precerebrales bilaterales y multiples,,,
G453,Amaurosis fugaz,,,
G454,Amnesia global transitoria,,,
G458,Otras isquemias cerebrales transitorias y sindromes afines,,,
G459,"Isquemia cerebral transitoria, sin otra especificacion",,,
G460,Sindrome de la arteria cerebral media,,,
G461,Sindrome de la arteria cerebral anterior,,,
G462,Sindrome de la arteria cerebral posterior,,,
G463,Sindromes apopleticos del tallo encefalico,,,
G464,Sindrome de infarto cerebeloso,,,
G465,Sindrome lacunar motor puro,,,
G466,Sindrome lacunar sensorial puro,,,
G467,Otros sindromes lacunares,,,
G468,Otros sindromes vasculares encefalicos en enfermedades cerebrovasculares,,,
G470,Trastornos del inicio y del mantenimiento del sueno [insomnios],,,
G471,Trastornos de somnolencia excesiva (hipersomnios),,,
G472,Trastornos del ritmo nictameral,,,
G473,Apnea del sueno,,028D,120A
G474,Narcolepsia y cataplexia,,,
G478,Otros trastornos del sueno,,,
G479,"Trastorno del sueno, no especificado",,,
G500,Neuralgia del trigemino,,,
G501,Dolor facial atipico,,,
G508,Otros trastornos del trigemino,,,
G509,"Trastorno del trigemino, no especificado",,,
G510,Paralisis de Bell,,,
G511,Ganglionitis geniculada,,,
G512,Sindrome de Melkersson,,,
G513,Espasmo hemifacial clonico,,,
G514,Mioquimia facial,,,
G518,Otros trastornos del nervio facial,,,
G519,"Trastorno del nervio facial, no especificado",,,
G520,Trastornos del nervio olfatorio,,,
G521,Trastornos del nervio glosofaringeo,,,
G522,Trastornos del nervio vago,,,
G523,Trastornos del nervio hipogloso,,,
G527,Trastornos de multiples nervios craneales,,,
G528,Trastornos de otros nervios craneales especificados,,,
G529,"Trastorno de nervio craneal, no especificado",,,
G530,Neuralgia postherpes zoster,,,
G531,Paralisis multiple de los nervios craneales en enfermedades infecciosas y parasitarias clasificadas en otra parte,,,
G532,"Paralisis multiple de los nervios craneales, en la sarcoidosis",,,
G533,"Paralisis multiple de los nervios craneales, en enfermedades neoplasicas",,,
G538,Otros trastornos de los nervios craneales en otras enfermedades clasificadas en otra parte,,,
G540,Trastornos del plexo braquial,,,
G541,Trastornos del plexo lumbosacro,,,
G542,"Trastornos de la raiz cervical, no clasificados en otra parte",,,
G543,"Trastornos de la raiz toracica, no clasificados en otra parte",,,
G544,"Trastornos de la raiz lumbosacra, no clasificados en otra parte",,,
G545,Amiotrofia neuralgica,,,
G546,Sindrome del miembro fantasma con dolor,,,
G547,Sindrome del miembro fantasma sin dolor,,,
G548,Otros trastornos de las raices y plexos nerviosos,,,
G549,"Trastorno de la raiz y plexos nerviosos, no especificado",,,
G550,Compresiones de las raices y  plexos nerviosos en enfermedades neoplasicas,,,
G551,Compresiones de las raices y  plexos nerviosos en trastornos de los discos intervertebrales,,,
G552,Compresiones de las raices y  plexos nerviosos en la espondilosis,,,
G553,Compresiones de las raices y  plexos nerviosos en otras dorsopatias,,,
G558,Compresiones de las raices y plexos nerviosos en otras enfermedades clasificadas en orta parte,,,
G560,Sindrome del tunel carpiano,,,
G561,Otras lesiones del nervio mediano,,,
G562,Lesion del nervio cubital,,,
G563,Lesion del nervio radial,,,
G564,Causalgia,,,
G568,Otras mononeuropatias del miembro superior,,,
G569,"Mononeuropatia del miembro superior, sin otra especificacion",,,
G570,Lesion del nervio ciatico,,,
G571,Meralgia parestesica,,,
G572,Lesion del nervio crural,,,
G573,Lesion del nervio ciatico popliteo externo,,,
G574,Lesion del nervio ciatico popliteo interno,,,
G575,Sindrome del tunel calcaneo,,,
G576,Lesion del nervio plantar,,,
G578,Otras mononeuropatias del miembro inferior,,,
G579,"Mononeuropatia del miembro inferior, sin otra especificacion",,,
G580,Neuropatia intercostal,,,
G587,Mononeuritis multiple,,,
G588,Otras mononeuropatias especificadas,,,
G589,"Mononeuropatia, no especificada",,,
G590,Mononeuropatia diabetica,,,
G598,Otras mononeuropatias en enfermedades clasificadas en otra parte,,,
G600,Neuropatia hereditaria motora y sensorial,,,
G601,Enfermedad de Refsum,,,
G602,Neuropatia asociada con ataxia hereditaria,,,
G603,Neuropatia progresiva idiopatica,,,
G608,Otras neuropatias hereditarias e idiopaticas,,,
G609,"Neuropatia hereditaria e idiopatica, sin otra especificacion",,,
G610,Sindrome de Guillain-Barre,,,
G611,Neuropatia al suero,,,
G618,Otras polineuropatias inflamatorias,,,
G619,"Polineuropatia inflamatoria, no especificada",,,
G620,Polineuropatia inducida por drogas,,,
G621,Polineuropatia alcoholica,,,
G622,Polineuropatia debida a otro agente toxico,,,
G628,Otras polineuropatias especificadas,,,
G629,"Polineuropatia, no especificada",,,
G630,Polineuropatia en enfermedades infecciosas y parasitarias clasificadas en otra parte,,,
G631,Polineuropatia en enfermedad neoplasica,,,
G632,Polineuropatia diabetica,,,
G633,Polineuropatia en otras enfermedades endocrinas y metabolicas,,,
G634,Polineuropatia en deficiencia nutricional,,,
G635,Polineuropatia en trastornos del tejido conectivo sistemico,,,
G636,Polineuropatia en otros trastornos osteomusculares,,,
G638,Polineuropatia en otras enfermedades clasificadas en otra parte,,,
G64X,Otros trastornos del sistema nervioso periferico,,,
G700,Miastenia gravis,,028D,120A
G701,Trastornos toxicos neuromusculares,,,
G702,Miastenia congenita o del desarrollo,,,
G708,Otros trastornos neuromusculares especificados,,,
G709,"Trastorno neuromuscular, no especificado",,,
G710,Distrofia muscular,,,
G711,Trastornos miotonicos,,,
G712,Miopatias congenitas,,,
G713,"Miopatia mitocondrica, no clasificada en otra parte",,,
G718,Otros trastornos primarios de los musculos,,,
G719,"Trastorno primario del musculo, tipo no especificado",,,
G720,Miopatia inducida por drogas,,,
G721,Miopatia alcoholica,,,
G722,Miopatia debida a otros agentes toxicos,,,
G723,Paralisis periodica,,,
G724,"Miopatia inflamatoria, no clasificada en otra parte",,,
G728,Otras miopatias especificadas,,,
G729,"Miopatia, no especificada",,,
G730,Sindromes miastenicos en enfermedades endocrinas,,,
G731,Sindrome de Eaton-Lambert (C00-D48†),,,
G732,Otros sindromes miastenicos en enfermedad neoplasica,,,
G733,Sindromes miastenicos en otras enfermedades clasificadas en otra parte,,,
G734,Miopatia en enfermedades infecciosas y parasitarias clasificadas en otra parte,,,
G735,Miopatia en enfermedades endocrinas,,,
G736,Miopatia en enfermedades metabolicas,,,
G737,Miopatia en otras enfermedades clasificadas en otra parte,,,
G800,Paralisis cerebral espastica cuadriplejica,,,
G801,Paralisis cerebral espastica diplejica,,,
G802,Paralisis cerebral espastica hemiplejica,,,
G803,Paralisis cerebral discinetica,,,
G804,Paralisis cerebral ataxica,,,
G808,Otros tipos de paralisis cerebral ,,,
G809,"Paralisis cerebral, sin otra especificacion",,,
G810,Hemiplejia flacida,,,
G811,Hemiplejia espastica,,,
G819,"Hemiplejia, no especificada",,,
G820,Paraplejia flacida,,,
G821,Paraplejia espastica,,,
G822,"Paraplejia, no especificada",,,
G823,Cuadriplejia flacida,,,
G824,Cuadriplejia espastica,,,
G825,"Cuadriplejia, no especificada",,,
G830,Diplejia de los miembros superiores,,,
G831,Monoplejia de miembro inferior,,,
G832,Monoplejia de miembro superior,,,
G833,"Monoplejia, no especificada",,,
